"sideid","mapid","layer","country","cowcode","groupname","marker","year","dhs.round","dhs.subround","sample.size","fit.comb","tps.g.fit","tps.par.knn","tps.par.sphkm","tps.par.knncut","tps.par.unsurv","tps.fit","knn.g.fit","knn.par.knn","knn.par.sphkm","knn.par.weights","knn.par.unsurv","knn.par.knncut","knn.fit"
"side_v1_72_16",72,16,"Gabon",481,"myene.mixed","ethnic.religion",2012,6,1,114,0.0997706104501034,0.381568019752126,206,226687,3,776,0.106081853760338,0.402671945260426,1,60024,7527,760,119,0.101106335998053
"side_v1_72_17",72,17,"Gabon",481,"nzabi-duma.catholic","ethnic.religion",2012,6,1,114,0.0997706104501034,0.373704844029995,206,226687,3,776,0.106081853760338,0.413126692758596,1,60024,7527,760,119,0.101106335998053
"side_v1_72_18",72,18,"Gabon",481,"nzabi-duma.mixed","ethnic.religion",2012,6,1,114,0.0997706104501034,1.03424424939073,206,226687,3,776,0.106081853760338,1.15935619428662,1,60024,7527,760,119,0.101106335998053
"side_v1_72_19",72,19,"Gabon",481,"nzabi-duma.no religion","ethnic.religion",2012,6,1,114,0.0997706104501034,0.79784713611292,206,226687,3,776,0.106081853760338,1.03802222164125,1,60024,7527,760,119,0.101106335998053
"side_v1_72_20",72,20,"Gabon",481,"nzabi-duma.other christian","ethnic.religion",2012,6,1,114,0.0997706104501034,0.57339106189536,206,226687,3,776,0.106081853760338,0.58132371748706,1,60024,7527,760,119,0.101106335998053
"side_v1_72_21",72,21,"Gabon",481,"nzabi-duma.protestant","ethnic.religion",2012,6,1,114,0.0997706104501034,0.797970866933662,206,226687,3,776,0.106081853760338,0.912479075937658,1,60024,7527,760,119,0.101106335998053
"side_v1_72_22",72,22,"Gabon",481,"okande-tsogho.mixed","ethnic.religion",2012,6,1,114,0.0997706104501034,0.932765877422088,206,226687,3,776,0.106081853760338,1.46556612621267,1,60024,7527,760,119,0.101106335998053
"side_v1_72_23",72,23,"Gabon",481,"other.catholic","ethnic.religion",2012,6,1,114,0.0997706104501034,1.12248354143162,206,226687,3,776,0.106081853760338,0.926377759420023,1,60024,7527,760,119,0.101106335998053
"side_v1_72_24",72,24,"Gabon",481,"other.mixed","ethnic.religion",2012,6,1,114,0.0997706104501034,1.03669266953961,206,226687,3,776,0.106081853760338,1.07248458395576,1,60024,7527,760,119,0.101106335998053
"side_v1_72_25",72,25,"Gabon",481,"other.no religion","ethnic.religion",2012,6,1,114,0.0997706104501034,0.903578461936626,206,226687,3,776,0.106081853760338,0.93754515264542,1,60024,7527,760,119,0.101106335998053
"side_v1_72_26",72,26,"Gabon",481,"other.other christian","ethnic.religion",2012,6,1,114,0.0997706104501034,0.923236244794734,206,226687,3,776,0.106081853760338,0.957193870456758,1,60024,7527,760,119,0.101106335998053
"side_v1_72_27",72,27,"Gabon",481,"other.protestant","ethnic.religion",2012,6,1,114,0.0997706104501034,0.922530276916246,206,226687,3,776,0.106081853760338,1.035662664774,1,60024,7527,760,119,0.101106335998053
"side_v1_72_28",72,28,"Gabon",481,"pygmee.mixed","ethnic.religion",2012,6,1,114,0.0997706104501034,2.17390849515658,206,226687,3,776,0.106081853760338,1.05438679824942,1,60024,7527,760,119,0.101106335998053
"side_v1_72_29",72,29,"Gabon",481,"shira-punu/vili.catholic","ethnic.religion",2012,6,1,114,0.0997706104501034,0.786618639810917,206,226687,3,776,0.106081853760338,0.578287744365275,1,60024,7527,760,119,0.101106335998053
"side_v1_72_30",72,30,"Gabon",481,"shira-punu/vili.mixed","ethnic.religion",2012,6,1,114,0.0997706104501034,0.997103662671109,206,226687,3,776,0.106081853760338,0.986014256045884,1,60024,7527,760,119,0.101106335998053
"side_v1_72_31",72,31,"Gabon",481,"shira-punu/vili.no religion","ethnic.religion",2012,6,1,114,0.0997706104501034,0.489032011441952,206,226687,3,776,0.106081853760338,0.397179647272439,1,60024,7527,760,119,0.101106335998053
"side_v1_72_32",72,32,"Gabon",481,"shira-punu/vili.other christian","ethnic.religion",2012,6,1,114,0.0997706104501034,0.504208825776167,206,226687,3,776,0.106081853760338,0.52408853459971,1,60024,7527,760,119,0.101106335998053
"side_v1_72_33",72,33,"Gabon",481,"shira-punu/vili.protestant","ethnic.religion",2012,6,1,114,0.0997706104501034,0.82851418184138,206,226687,3,776,0.106081853760338,0.807136009003265,1,60024,7527,760,119,0.101106335998053
"side_v1_25_1",25,1,"Burkina Faso",439,"catholic","religion",2003,4,1,114,0.167354736336018,0.92240971784569,76,746970,1,2,0.19140210323683,0.780836233680047,354,545010,5351,1188,315,0.161996143100682
"side_v1_25_2",25,2,"Burkina Faso",439,"muslim","religion",2003,4,1,114,0.167354736336018,0.853875851158917,76,746970,1,2,0.19140210323683,0.694934195596085,354,545010,5351,1188,315,0.161996143100682
"side_v1_25_3",25,3,"Burkina Faso",439,"no religion","religion",2003,4,1,114,0.167354736336018,1.25137635692069,76,746970,1,2,0.19140210323683,0.832185097751639,354,545010,5351,1188,315,0.161996143100682
"side_v1_25_4",25,4,"Burkina Faso",439,"other","religion",2003,4,1,114,0.167354736336018,Inf,76,746970,1,2,0.19140210323683,Inf,354,545010,5351,1188,315,0.161996143100682
"side_v1_25_5",25,5,"Burkina Faso",439,"protestant","religion",2003,4,1,114,0.167354736336018,1.30780140353834,76,746970,1,2,0.19140210323683,0.737573156079106,354,545010,5351,1188,315,0.161996143100682
"side_v1_25_6",25,6,"Burkina Faso",439,"traditional / animist","religion",2003,4,1,114,0.167354736336018,0.64733355963173,76,746970,1,2,0.19140210323683,0.667224534598595,354,545010,5351,1188,315,0.161996143100682
"side_v1_137_1",137,1,"Madagascar",580,"catholic","religion",2013,6,2,114,0.138975155446954,0.789191291830577,76,453227,172,316,0.146262707633746,0.731199609028925,18,70921,1288,1278,93,0.139081472071502
"side_v1_137_2",137,2,"Madagascar",580,"muslim","religion",2013,6,2,114,0.138975155446954,1.16063891971011,76,453227,172,316,0.146262707633746,0.935075110446325,18,70921,1288,1278,93,0.139081472071502
"side_v1_137_3",137,3,"Madagascar",580,"no religion/none","religion",2013,6,2,114,0.138975155446954,0.519126872741214,76,453227,172,316,0.146262707633746,0.499328522961816,18,70921,1288,1278,93,0.139081472071502
"side_v1_137_4",137,4,"Madagascar",580,"other","religion",2013,6,2,114,0.138975155446954,1.27744307591773,76,453227,172,316,0.146262707633746,1.37159581826933,18,70921,1288,1278,93,0.139081472071502
"side_v1_137_5",137,5,"Madagascar",580,"protestant/flm","religion",2013,6,2,114,0.138975155446954,0.820017675144823,76,453227,172,316,0.146262707633746,0.823399630911418,18,70921,1288,1278,93,0.139081472071502
"side_v1_137_6",137,6,"Madagascar",580,"sect","religion",2013,6,2,114,0.138975155446954,0.974758178979604,76,453227,172,316,0.146262707633746,0.874665191839269,18,70921,1288,1278,93,0.139081472071502
"side_v1_137_7",137,7,"Madagascar",580,"traditional/animist","religion",2013,6,2,114,0.138975155446954,1.40974143140437,76,453227,172,316,0.146262707633746,0.860883260348903,18,70921,1288,1278,93,0.139081472071502
"side_v1_226_1",226,1,"Senegal",433,"diola.mixed","ethnic.religion",2013,6,2,114,0.141217528710269,0.472995162896212,26,333312,4,783,0.138700861043037,0.738291472606201,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_2",226,2,"Senegal",433,"diola.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,0.450660309212974,26,333312,4,783,0.138700861043037,0.529703934192046,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_3",226,3,"Senegal",433,"mandingue.mixed","ethnic.religion",2013,6,2,114,0.141217528710269,1.04168986396934,26,333312,4,783,0.138700861043037,1.04623553682382,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_4",226,4,"Senegal",433,"mandingue.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,0.568167506838817,26,333312,4,783,0.138700861043037,0.584954101304492,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_5",226,5,"Senegal",433,"not a senegalese.mixed","ethnic.religion",2013,6,2,114,0.141217528710269,1.02236743265486,26,333312,4,783,0.138700861043037,1.00571300107334,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_6",226,6,"Senegal",433,"not a senegalese.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,1.00204649355018,26,333312,4,783,0.138700861043037,1.15997305111239,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_7",226,7,"Senegal",433,"other.christian","ethnic.religion",2013,6,2,114,0.141217528710269,0.745089646256254,26,333312,4,783,0.138700861043037,0.700528035720474,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_8",226,8,"Senegal",433,"other.mixed","ethnic.religion",2013,6,2,114,0.141217528710269,Inf,26,333312,4,783,0.138700861043037,Inf,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_9",226,9,"Senegal",433,"other.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,0.968779042942214,26,333312,4,783,0.138700861043037,1.04121693239392,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_10",226,10,"Senegal",433,"poular.mixed","ethnic.religion",2013,6,2,114,0.141217528710269,1.0490057143973,26,333312,4,783,0.138700861043037,1.06817462042032,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_11",226,11,"Senegal",433,"poular.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,0.324882512931035,26,333312,4,783,0.138700861043037,0.363486989567923,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_12",226,12,"Senegal",433,"serer.mixed","ethnic.religion",2013,6,2,114,0.141217528710269,0.83560607415387,26,333312,4,783,0.138700861043037,0.887325341873043,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_13",226,13,"Senegal",433,"serer.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,0.406210063351438,26,333312,4,783,0.138700861043037,0.537931650160498,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_14",226,14,"Senegal",433,"soninke.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,1.5413460827583,26,333312,4,783,0.138700861043037,1.63694141841518,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_15",226,15,"Senegal",433,"wolof.mixed","ethnic.religion",2013,6,2,114,0.141217528710269,1.05014418245979,26,333312,4,783,0.138700861043037,1.04186176083457,151,327948,3737,2425,2,0.151991485762159
"side_v1_226_16",226,16,"Senegal",433,"wolof.muslim","ethnic.religion",2013,6,2,114,0.141217528710269,0.3721024454864,26,333312,4,783,0.138700861043037,0.373507504948778,151,327948,3737,2425,2,0.151991485762159
"side_v1_228_1",228,1,"Sierra Leone",451,"christian","religion",2008,5,1,114,0.074884958262204,0.536307713193604,341,182520,1,1798,0.077002115611048,0.554783768440653,158,155531,11555,4539,319,0.0786685366471082
"side_v1_228_2",228,2,"Sierra Leone",451,"islam","religion",2008,5,1,114,0.074884958262204,0.547797182237344,341,182520,1,1798,0.077002115611048,0.549460517483954,158,155531,11555,4539,319,0.0786685366471082
"side_v1_228_3",228,3,"Sierra Leone",451,"other","religion",2008,5,1,114,0.074884958262204,1.22420008034273,341,182520,1,1798,0.077002115611048,1.77098504705,158,155531,11555,4539,319,0.0786685366471082
"side_v1_74_1",74,1,"Ghana",452,"catholic","religion",1994,3,1,114,0.158306068040395,1.00948012386501,185,66169,257,2508,0.161849124857286,0.936967248399316,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_2",74,2,"Ghana",452,"methodist","religion",1994,3,1,114,0.158306068040395,0.963041528681495,185,66169,257,2508,0.161849124857286,1.01559825301984,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_3",74,3,"Ghana",452,"moslem","religion",1994,3,1,114,0.158306068040395,0.980140854081295,185,66169,257,2508,0.161849124857286,0.902272410995006,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_4",74,4,"Ghana",452,"muslim","religion",1994,3,1,114,0.158306068040395,0.765366576690185,185,66169,257,2508,0.161849124857286,0.679149745276529,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_5",74,5,"Ghana",452,"no religion","religion",1994,3,1,114,0.158306068040395,0.602932223916489,185,66169,257,2508,0.161849124857286,0.647200811771218,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_6",74,6,"Ghana",452,"other","religion",1994,3,1,114,0.158306068040395,0.985806806098631,185,66169,257,2508,0.161849124857286,0.895578165416302,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_7",74,7,"Ghana",452,"other christian","religion",1994,3,1,114,0.158306068040395,0.782374113371017,185,66169,257,2508,0.161849124857286,0.795916475120748,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_8",74,8,"Ghana",452,"pentecostal","religion",1994,3,1,114,0.158306068040395,0.994007086466549,185,66169,257,2508,0.161849124857286,0.942805855031598,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_9",74,9,"Ghana",452,"presbyterian","religion",1994,3,1,114,0.158306068040395,0.960528623887558,185,66169,257,2508,0.161849124857286,0.995140324317929,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_10",74,10,"Ghana",452,"protestant","religion",1994,3,1,114,0.158306068040395,0.841797160247077,185,66169,257,2508,0.161849124857286,0.842484208037119,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_11",74,11,"Ghana",452,"spiritualist","religion",1994,3,1,114,0.158306068040395,0.997985517565177,185,66169,257,2508,0.161849124857286,1.0101341182874,27,77639,3230,1705,205,0.158705822407901
"side_v1_74_12",74,12,"Ghana",452,"traditional","religion",1994,3,1,114,0.158306068040395,0.662850166677587,185,66169,257,2508,0.161849124857286,0.659156297615965,27,77639,3230,1705,205,0.158705822407901
"side_v1_229_1",229,1,"Sierra Leone",451,"kono.christian","ethnic.religion",2008,5,1,114,0.113297853123928,0.419315533693456,5,89438,174,675,0.122486757568045,0.287988884955464,35,45213,18706,822,293,0.116662261102289
"side_v1_229_2",229,2,"Sierra Leone",451,"kono.islam","ethnic.religion",2008,5,1,114,0.113297853123928,0.439178699233237,5,89438,174,675,0.122486757568045,0.289009897509699,35,45213,18706,822,293,0.116662261102289
"side_v1_229_3",229,3,"Sierra Leone",451,"kono.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,1.01105053530592,5,89438,174,675,0.122486757568045,1.00579075298611,35,45213,18706,822,293,0.116662261102289
"side_v1_229_4",229,4,"Sierra Leone",451,"kriole.christian","ethnic.religion",2008,5,1,114,0.113297853123928,0.732306520357577,5,89438,174,675,0.122486757568045,0.680433849498701,35,45213,18706,822,293,0.116662261102289
"side_v1_229_5",229,5,"Sierra Leone",451,"kriole.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,2.34196053573757,5,89438,174,675,0.122486757568045,1.02931309032839,35,45213,18706,822,293,0.116662261102289
"side_v1_229_6",229,6,"Sierra Leone",451,"limba.christian","ethnic.religion",2008,5,1,114,0.113297853123928,0.517095517763221,5,89438,174,675,0.122486757568045,0.537415592572159,35,45213,18706,822,293,0.116662261102289
"side_v1_229_7",229,7,"Sierra Leone",451,"limba.islam","ethnic.religion",2008,5,1,114,0.113297853123928,0.810934643331776,5,89438,174,675,0.122486757568045,0.824213084520832,35,45213,18706,822,293,0.116662261102289
"side_v1_229_8",229,8,"Sierra Leone",451,"limba.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,0.969159418670513,5,89438,174,675,0.122486757568045,0.639427538413074,35,45213,18706,822,293,0.116662261102289
"side_v1_229_9",229,9,"Sierra Leone",451,"loko.christian","ethnic.religion",2008,5,1,114,0.113297853123928,0.556979905521784,5,89438,174,675,0.122486757568045,0.851458667835451,35,45213,18706,822,293,0.116662261102289
"side_v1_229_10",229,10,"Sierra Leone",451,"loko.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,0.897562207937864,5,89438,174,675,0.122486757568045,0.818803455817,35,45213,18706,822,293,0.116662261102289
"side_v1_229_11",229,11,"Sierra Leone",451,"mandingo.islam","ethnic.religion",2008,5,1,114,0.113297853123928,1.00423400154011,5,89438,174,675,0.122486757568045,1.07235488953258,35,45213,18706,822,293,0.116662261102289
"side_v1_229_12",229,12,"Sierra Leone",451,"mandingo.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,0.83594070349521,5,89438,174,675,0.122486757568045,0.853122640369567,35,45213,18706,822,293,0.116662261102289
"side_v1_229_13",229,13,"Sierra Leone",451,"mende.christian","ethnic.religion",2008,5,1,114,0.113297853123928,0.625158030649283,5,89438,174,675,0.122486757568045,0.55906312423756,35,45213,18706,822,293,0.116662261102289
"side_v1_229_14",229,14,"Sierra Leone",451,"mende.islam","ethnic.religion",2008,5,1,114,0.113297853123928,0.17909540428186,5,89438,174,675,0.122486757568045,0.156155376382385,35,45213,18706,822,293,0.116662261102289
"side_v1_229_15",229,15,"Sierra Leone",451,"mende.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,1.06478638687579,5,89438,174,675,0.122486757568045,1.07618361518648,35,45213,18706,822,293,0.116662261102289
"side_v1_229_16",229,16,"Sierra Leone",451,"other non sierra leone.islam","ethnic.religion",2008,5,1,114,0.113297853123928,0.920658994043532,5,89438,174,675,0.122486757568045,0.960572468604056,35,45213,18706,822,293,0.116662261102289
"side_v1_229_17",229,17,"Sierra Leone",451,"other non sierra leone.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,1.0002345465168,5,89438,174,675,0.122486757568045,1.01505697922045,35,45213,18706,822,293,0.116662261102289
"side_v1_229_18",229,18,"Sierra Leone",451,"other sierra leone.christian","ethnic.religion",2008,5,1,114,0.113297853123928,0.18800208874335,5,89438,174,675,0.122486757568045,0.157281495658318,35,45213,18706,822,293,0.116662261102289
"side_v1_229_19",229,19,"Sierra Leone",451,"other sierra leone.islam","ethnic.religion",2008,5,1,114,0.113297853123928,0.326013512414908,5,89438,174,675,0.122486757568045,0.347355023999419,35,45213,18706,822,293,0.116662261102289
"side_v1_229_20",229,20,"Sierra Leone",451,"other sierra leone.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,1.01915904048067,5,89438,174,675,0.122486757568045,0.989502868067356,35,45213,18706,822,293,0.116662261102289
"side_v1_229_21",229,21,"Sierra Leone",451,"sherbro.islam","ethnic.religion",2008,5,1,114,0.113297853123928,1.16855916658581,5,89438,174,675,0.122486757568045,0.402370260242667,35,45213,18706,822,293,0.116662261102289
"side_v1_229_22",229,22,"Sierra Leone",451,"sherbro.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,3.43803368269487,5,89438,174,675,0.122486757568045,2.92952549912021,35,45213,18706,822,293,0.116662261102289
"side_v1_229_23",229,23,"Sierra Leone",451,"temne.christian","ethnic.religion",2008,5,1,114,0.113297853123928,0.881726090232322,5,89438,174,675,0.122486757568045,0.754899461012063,35,45213,18706,822,293,0.116662261102289
"side_v1_229_24",229,24,"Sierra Leone",451,"temne.islam","ethnic.religion",2008,5,1,114,0.113297853123928,0.269456893546059,5,89438,174,675,0.122486757568045,0.284934086164581,35,45213,18706,822,293,0.116662261102289
"side_v1_229_25",229,25,"Sierra Leone",451,"temne.mixed","ethnic.religion",2008,5,1,114,0.113297853123928,0.95920485220564,5,89438,174,675,0.122486757568045,0.845262332241462,35,45213,18706,822,293,0.116662261102289
"side_v1_231_1",231,1,"Sierra Leone",451,"christian","religion",2013,6,1,114,0.0364373944299797,0.575284750195994,311,194742,121,8875,0.0412925330668457,0.507994760944714,98,64888,10684,2297,176,0.0361472608582436
"side_v1_231_2",231,2,"Sierra Leone",451,"islam","religion",2013,6,1,114,0.0364373944299797,0.5812699082304,311,194742,121,8875,0.0412925330668457,0.493878274715003,98,64888,10684,2297,176,0.0361472608582436
